Product ID,Level,Name,Status,URL,First Available Month,Latest Available Month,Science Team,Description,Keywords
DP1.10022.001,1,Ground beetles sampled from pitfall traps,Available,https://data.neonscience.org/data-products/DP1.10022.001,2013-07,2024-09,Terrestrial Observation System (TOS),Taxonomically identified ground beetles and the plots and times from which they were collected.,
DP1.20099.001,1,Groundwater and active layer measurements at permafrost sites,Available,https://data.neonscience.org/data-products/DP1.20099.001,2018-07,2024-09,Aquatic Instrument System (AIS),Measurements from ground surface to liquid groundwater and active layer thaw. Collected at sites with permafrost.,
DP1.00100.001,1,H2O concentration - storage,Available,https://data.neonscience.org/data-products/DP1.00100.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Concentration of H2O in profile; used in calculation of storage terms in eddy covariance calculations of water vapor exchange.,
DP1.00035.001,1,H2O concentration - turbulent,Available,https://data.neonscience.org/data-products/DP1.00035.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Concentration of H2O at the top of the tower; used in calculation of  turbulent terms in eddy covariance calculations of water vapor exchange.,
DP2.00009.001,2,H2O concentration rate of change,Available,https://data.neonscience.org/data-products/DP2.00009.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Time rate of change of H2O concentration (storage component only) over 30 minutes at each measurement level along the vertical tower profile. Gap-filling is not applicable.,
DP3.00010.001,3,H2O concentration rate of change profile,Available,https://data.neonscience.org/data-products/DP3.00010.001,2016-12,2024-08,Terrestrial Instrument System (TIS),"Time rate of change of H2O concentration (storage component only) over 30 min, spatially interpolated along the vertical tower profile.",
DP1.10023.001,1,Herbaceous clip harvest,Available,https://data.neonscience.org/data-products/DP1.10023.001,2013-07,2024-08,Terrestrial Observation System (TOS),"Dry weight of herbaceous vegetation harvested from individual clip strips, by functional type",
DP1.30010.001,1,High-resolution orthorectified camera imagery,Available,https://data.neonscience.org/data-products/DP1.30010.001,2013-06,2023-08,Airborne Observation Platform (AOP),"White balanced 8 bit RGB images orthorectified and output onto a fixed, uniform spatial grid using nearest neighbor resampling to a 10 cm spatial resolution.",
DP3.30010.001,3,High-resolution orthorectified camera imagery mosaic,Available,https://data.neonscience.org/data-products/DP3.30010.001,2013-06,2023-08,Airborne Observation Platform (AOP),"Level 1 high-resolution orthorectified camera images are mosaiced and tiled into 1 km by 1 km data sets. Mosiac is output onto a fixed, uniform spatial grid using nearest-neighbor resampling; spatial resolution is at least 0.1 m.",
DP1.00005.001,1,IR biological temperature,Available,https://data.neonscience.org/data-products/DP1.00005.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"Infrared temperature, available as one- and thirty-minute averages of 1 Hz observations.  Biological temperature (i.e. surface temperature) is measured via IR temperature sensors located in the soil array and at multiple heights on the tower infrastructure.",
DP2.30012.002,2,LAI - spectrometer - bidirectional flightline,Available,https://data.neonscience.org/data-products/DP2.30012.002,2022-05,2022-10,Airborne Observation Platform (AOP),"Leaf Area Index (LAI): the ratio of upper leaf surface area to ground area (for broadleaf canopies), or projected conifer needle surface area to ground area (for coniferous plants) for a given unit area; quantified by an industry standard (ATCOR) algorithm based on Soil Adjusted Vegetation Index (SAVI) as input. 

Data are derived from the topographic and BRDF corrected reflectance data product ""Spectrometer orthorectified surface bidirectional reflectance - flightline"" (DP1.30006.002). For data derived from ""Spectrometer orthorectified surface directional reflectance - flight line"" data product (DP1.30006.001), see ""LAI - spectrometer - directional flightline"" (DP2.30012.001).",
DP3.30012.002,3,LAI - spectrometer - bidirectional mosaic,Available,https://data.neonscience.org/data-products/DP3.30012.002,2022-05,2022-10,Airborne Observation Platform (AOP),"The ratio of upper leaf surface area to ground area (for broadleaf canopies), or projected conifer needle surface area to ground area (for coniferous plants) for a given unit area; quantified by an industry standard (ATCOR) algorithm based on Soil Adjusted Vegetation Index (SAVI) as input; level 3 data are provided as 1 km by 1 km mosaic tiles. Data are derived from the ""Spectrometer orthorectified surface bidirectional reflectance - flightline"" data product (DP1.30006.002).",
DP2.30012.001,2,LAI - spectrometer - flightline,Available,https://data.neonscience.org/data-products/DP2.30012.001,2013-06,2021-09,Airborne Observation Platform (AOP),"Leaf Area Index (LAI): the ratio of upper leaf surface area to ground area (for broadleaf canopies), or projected conifer needle surface area to ground area (for coniferous plants) for a given unit area; quantified by an industry standard (ATCOR) algorithm based on Soil Adjusted Vegetation Index (SAVI) as input; level 2 data are provided by flight line.

Data are derived from the ""Spectrometer orthorectified surface directional reflectance - flight line"" data product (DP1.30006.001). For data derived from the topographic and BRDF corrected reflectance data product, ""Spectrometer orthorectified surface bidirectional reflectance - flightline"" (DP1.30006.002), see ""LAI - spectrometer - bidirectional flightline"" (DP2.30012.002).",
DP3.30012.001,3,LAI - spectrometer - mosaic,Available,https://data.neonscience.org/data-products/DP3.30012.001,2013-06,2021-09,Airborne Observation Platform (AOP),"The ratio of upper leaf surface area to ground area (for broadleaf canopies), or projected conifer needle surface area to ground area (for coniferous plants) for a given unit area; quantified by an industry standard (ATCOR) algorithm based on Soil Adjusted Vegetation Index (SAVI) as input; level 3 data are provided as 1 km by 1 km mosaic tiles. Data are derived from the ""Spectrometer orthorectified surface directional reflectance - flightline"" data product (DP1.30006.001).",
DP1.20002.001,1,Land-water interface images,Available,https://data.neonscience.org/data-products/DP1.20002.001,2016-04,2024-10,Aquatic Instrument System (AIS),"RGB and IR images of the lake, river, or stream riparian vegetation and stream surface taken from an automated camera. Images are collected every 15 minutes.",
DP4.00137.001,4,Latent heat flux,Available,https://data.neonscience.org/data-products/DP4.00137.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Latent heat flux is estimated based on the eddy covariance technique using a sonic anemometer to measure vertical winds and an IRGA sensor to measure water vapor and tower profile measurements of water vapor.,
DP1.30001.001,1,LiDAR slant range waveform,Available,https://data.neonscience.org/data-products/DP1.30001.001,2013-06,2023-08,Airborne Observation Platform (AOP),Outgoing pulse and slant range return waveform signals with geolocation information provided. Data are provided by flightline in the Pulsewaves format.,
DP1.10031.001,1,Litter chemical properties,Available,https://data.neonscience.org/data-products/DP1.10031.001,2016-01,2024-09,Terrestrial Observation System (TOS),"Chemical measurements (carbon, nitrogen, and lignin) of litterfall collected from elevated traps, sorted to functional group. Measured every five years.",
DP1.10101.001,1,Litter stable isotopes,Available,https://data.neonscience.org/data-products/DP1.10101.001,2016-01,2024-09,Terrestrial Observation System (TOS),"Stable isotopes of carbon and nitrogen of litterfall collected from elevated traps, sorted to functional group. Measured every five years.",
DP1.10033.001,1,Litterfall and fine woody debris production and chemistry,Available,https://data.neonscience.org/data-products/DP1.10033.001,2016-01,2024-09,Terrestrial Observation System (TOS),"Dry weight of litterfall and fine woody debris collected from elevated and ground traps, sorted to functional group, as well as periodic measurements of litter chemistry and stable isotopes.",
DP1.20120.001,1,Macroinvertebrate collection,Available,https://data.neonscience.org/data-products/DP1.20120.001,2014-07,2024-09,Aquatic Observation System (AOS),"Collection of benthic macroinvertebrates using multiple sampling methods in lakes, rivers, and wadeable streams",
DP1.20126.001,1,Macroinvertebrate metabarcoding,Available,https://data.neonscience.org/data-products/DP1.20126.001,2014-07,2024-03,Aquatic Observation System (AOS),CO1 DNA sequences of the aquatic macroinvertebrate community,
DP4.00007.001,4,Momentum flux,Available,https://data.neonscience.org/data-products/DP4.00007.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Momentum flux is estimated based on the eddy covariance technique using a sonic anemometer to measure vertical and horizontal winds.,
DP1.10041.001,1,Mosquito pathogen status,Available,https://data.neonscience.org/data-products/DP1.10041.001,2014-04,2022-11,Terrestrial Observation System (TOS),Presence/absence of a pathogen in a single mosquito sample (pool),
DP1.10038.001,1,Mosquito sequences DNA barcode,Available,https://data.neonscience.org/data-products/DP1.10038.001,2014-05,2023-10,Terrestrial Observation System (TOS),COI DNA sequences from select mosquitoes,
DP1.10043.001,1,Mosquitoes sampled from CO2 traps,Available,https://data.neonscience.org/data-products/DP1.10043.001,2014-03,2024-09,Terrestrial Observation System (TOS),Taxonomically identified mosquitoes and the plots and times from which they were collected,
DP1.20033.001,1,Nitrate in surface water,Available,https://data.neonscience.org/data-products/DP1.20033.001,2016-12,2024-08,Aquatic Instrument System (AIS),"In situ sensor-based nitrate concentration, available as fifteen minute  averages in surface water in lakes, wadeable and non-wadeable streams",
DP1.10045.001,1,Non-herbaceous perennial vegetation structure,Available,https://data.neonscience.org/data-products/DP1.10045.001,2014-01,2024-07,Terrestrial Observation System (TOS),"Field measurements of individual non-herbaceous perennial plants (e.g. cacti, ferns)",
DP1.00101.001,1,Particulate mass,Available,https://data.neonscience.org/data-products/DP1.00101.001,2017-10,2023-10,Terrestrial Instrument System (TIS),Dust mass and density measured by a high volume dust sampler and quartz filters.,
DP1.20163.001,1,"Periphyton, seston, and phytoplankton chemical properties",Available,https://data.neonscience.org/data-products/DP1.20163.001,2014-07,2024-08,Aquatic Observation System (AOS),"Carbon (C), nitrogen (N), phosphorus (P), isotopes, chlorophyll a, and pheophytin of periphyton and phytoplankton from benthic and water column samples in lakes, rivers, and wadeable streams",
DP1.20166.001,1,"Periphyton, seston, and phytoplankton collection",Available,https://data.neonscience.org/data-products/DP1.20166.001,2014-05,2024-08,Aquatic Observation System (AOS),"Collection and biomass of periphyton and phytoplankton using multiple benthic and water column sampling methods in lakes, rivers, and wadeable streams",
DP1.00033.001,1,Phenology images,Available,https://data.neonscience.org/data-products/DP1.00033.001,2016-01,2024-10,Terrestrial Instrument System (TIS),RGB and IR images of the plant canopy taken from an automated camera on the tower top. Images are collected every 15 minutes and closely follow protocols of the Phenocam Network.,
DP1.00024.001,1,Photosynthetically active radiation (PAR),Available,https://data.neonscience.org/data-products/DP1.00024.001,2013-09,2024-08,Terrestrial Instrument System (TIS),"Photosynthetically Active Radiation (PAR) observations represent the radiation flux at wavelengths between 400-700 nm, which constitute the wavelengths that drive photosynthesis. This data product is available as one- and thirty-minute averages of 1 Hz observations.  Observations are made by sensors located at multiple heights on the tower infrastructure and by sensors located on the aquatic meteorological station.",
DP1.00066.001,1,Photosynthetically active radiation (quantum line),Available,https://data.neonscience.org/data-products/DP1.00066.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"The quantum line sensor provides spatially averaged observations of photosynthetically active radiation (PAR), i.e., wavelengths between 400-700 nm, at the soil surface over a one meter length. This data product is available as one- and thirty-minute averages of 1 Hz observations.  Observations are obtained by sensors located throughout the soil array.",
DP1.20042.001,1,Photosynthetically active radiation at water surface,Available,https://data.neonscience.org/data-products/DP1.20042.001,2016-03,2024-08,Aquatic Instrument System (AIS),"Photosynthetically Active Radiation (PAR) observations represent the radiation flux at wavelengths between 400-700 nm, which constitute the wavelengths that drive photosynthesis. This data product is available as one-, five-,  and thirty-minute averages. Observations are made at the aquatic sensor set location at lakes, non-wadeable streams, and wadeable streams.",
DP1.20261.001,1,Photosynthetically active radiation below water surface,Available,https://data.neonscience.org/data-products/DP1.20261.001,2017-07,2024-08,Aquatic Instrument System (AIS),"Photosynthetically Active Radiation (PAR) observations represent the radiation flux at wavelengths between 400-700 nm, which constitute the wavelengths that drive photosynthesis. This data product is available as one- and thirty-minute averages. Observations are made at the aquatic sensor sets at the lake inlet, lake outlet, and both lake and river buoys.",
DP1.10053.001,1,Plant foliar stable isotopes,Available,https://data.neonscience.org/data-products/DP1.10053.001,2016-06,2024-09,Terrestrial Observation System (TOS),Stable isotopes of carbon and nitrogen in sunlit plant foliage samples. Collected from individual trees and shrubs in forest/shrubland sites or from bulk community-averaged clip strips in grasslands.,
DP1.10026.001,1,Plant foliar traits,Available,https://data.neonscience.org/data-products/DP1.10026.001,2016-06,2024-09,Terrestrial Observation System (TOS),Traits of sun-lit canopy plants reported at the level of the individual (woody plants) or community (herbaceous plants).,
DP1.10055.001,1,Plant phenology observations,Available,https://data.neonscience.org/data-products/DP1.10055.001,2013-08,2024-09,Terrestrial Observation System (TOS),Phenophase status and intensity of tagged plants,
DP1.10058.001,1,Plant presence and percent cover,Available,https://data.neonscience.org/data-products/DP1.10058.001,2013-06,2024-05,Terrestrial Observation System (TOS),Plant species cover-abundance and presence observed in multi-scale plots. Plant species and associated percent cover in 1m2 subplots and plant species presence in 10m2 and 100m2 subplots are reported from 400m2 plots. Archived plant vouchers and foliar tissue support the data and additional analyses.,
DP1.00006.001,1,Precipitation,Available,https://data.neonscience.org/data-products/DP1.00006.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"Bulk precipitation collected using up to three methods - primary, secondary, and throughfall. Bulk precipitation is determined at five- and thirty-minute intervals for primary precipitation and at one- and thirty-minute intervals for secondary and throughfall precipitation.",
DP1.20190.001,1,Reaeration field and lab collection,Available,https://data.neonscience.org/data-products/DP1.20190.001,2014-08,2024-09,Aquatic Observation System (AOS),"Field and external laboratory data from the salt-tracer and gas injection field reaeration measurements, including stream widths, inert gas concentrations, conservative tracer concentrations, and conductivity times series.",
DP1.00098.001,1,Relative humidity,Available,https://data.neonscience.org/data-products/DP1.00098.001,2014-12,2024-08,Terrestrial Instrument System (TIS),"Relative humidity, temperature, and dew or frost point temperature, available as one- and thirty-minute averages of 1 Hz observations. Observations are made by sensors located at the top of the tower infrastructure, in the soil array, and on the aquatic meteorologic station.",
DP1.20271.001,1,Relative humidity above water on-buoy,Available,https://data.neonscience.org/data-products/DP1.20271.001,2017-08,2024-08,Aquatic Instrument System (AIS),"Relative humidity, temperature, and dew or frost point temperature, available as one- and thirty-minute averages. Observations are made by sensors located on the buoy in lakes and rivers.",
DP1.20275.001,1,Riparian composition and structure,Available,https://data.neonscience.org/data-products/DP1.20275.001,2015-04,2024-09,Aquatic Observation System (AOS),"Assessment of riparian vegetation composition and physical structure in lakes, non-wadeable streams, and wadeable streams",
DP1.20191.001,1,Riparian vegetation % cover,Available,https://data.neonscience.org/data-products/DP1.20191.001,2014-07,2024-09,Aquatic Observation System (AOS),Assessment of riparian vegetation percent cover in wadeable streams,
DP1.10064.001,1,"Rodent pathogen status, hantavirus",Available,https://data.neonscience.org/data-products/DP1.10064.001,2014-04,2019-11,Terrestrial Observation System (TOS),"Presence/absence of hantavirus (or antibodies to hantavirus) in each single rodent sample from 2014-2019. Beginning in 2020, the protocol was switched to detection of tick-borne diseases; these data are available in the Rodent pathogen status, tick-borne data product (DP1.10064.002).",
DP1.10064.002,1,"Rodent pathogen status, tick-borne",Available,https://data.neonscience.org/data-products/DP1.10064.002,2020-06,2023-11,Terrestrial Observation System (TOS),"Presence/absence of tick-borne diseases in each single rodent sample from 2020-onward. Prior to 2020, the protocol was used to detect hantavirus; these data are available in the Rodent-borne pathogen status data product (DP1.10064.001).",
DP1.10066.001,1,"Root biomass and chemistry, Megapit",Available,https://data.neonscience.org/data-products/DP1.10066.001,2012-06,2018-07,Terrestrial Observation System (TOS),"Standing stock of fine and coarse root biomass plus root carbon (C) and nitrogen (N) concentrations and stable isotopes from soil Megapits. Samples were collected in 10cm increments for the first 1m depth and 20cm increments thereafter to 2m depth. Ground, oven-dried root tissues from each depth increment are available for request from the NEON Biorepository. See the soil Megapit data product (DP1.00096.001) for physical and chemical data from Megapit soils.",
DP1.10067.001,1,"Root biomass and chemistry, periodic",Available,https://data.neonscience.org/data-products/DP1.10067.001,2016-07,2024-09,Terrestrial Observation System (TOS),Fine root biomass to 30cm depth via soil core sampling. Includes root carbon (C) and nitrogen (N) concentrations and stable isotopes.,
DP1.10102.001,1,Root chemical properties,Available,https://data.neonscience.org/data-products/DP1.10102.001,2012-06,2024-09,Terrestrial Observation System (TOS),"Carbon and nitrogen concentrations in root biomass, either from periodic collections of surface soil (0-30 cm) or from one-time soil Megapit sampling in increments to 2 m depth.",
DP1.10099.001,1,Root stable isotopes,Available,https://data.neonscience.org/data-products/DP1.10099.001,2012-06,2024-09,Terrestrial Observation System (TOS),"Stable isotopes of carbon and nitrogen in root biomass, either from periodic collections of surface soil (0-30 cm) or from one-time soil Megapit sampling, in increments to 2 m depth.",
DP1.20193.001,1,Salt-based stream discharge,Available,https://data.neonscience.org/data-products/DP1.20193.001,2014-08,2024-09,Aquatic Observation System (AOS),Discharge measured using a constant-rate addition salt tracer during reaeration measurements,
DP1.20252.001,1,Secchi depth,Available,https://data.neonscience.org/data-products/DP1.20252.001,2014-01,2024-09,Aquatic Observation System (AOS),Measurement of water column Secchi depth in non-wadeable streams and lakes,
DP1.20194.001,1,Sediment chemical and physical properties,Available,https://data.neonscience.org/data-products/DP1.20194.001,2014-07,2024-09,Aquatic Observation System (AOS),"Field collection and analysis of nutrients, carbon, inorganics and physical properties in sediments of wadeable streams, rivers, and lakes",
DP1.20197.001,1,Sediment physical properties,Available,https://data.neonscience.org/data-products/DP1.20197.001,2014-07,2024-09,Aquatic Observation System (AOS),"Field collection and analysis of size and texture of sediments in wadeable streams, rivers, and lakes",
DP4.00002.001,4,Sensible heat flux,Available,https://data.neonscience.org/data-products/DP4.00002.001,2016-12,2024-08,Terrestrial Instrument System (TIS),Sensible heat flux is estimated based on the eddy covariance technique using a sonic anemometer to measure vertical winds and air temperature and tower profile measurements of air temperature.,
DP1.00023.001,1,Shortwave and longwave radiation (net radiometer),Available,https://data.neonscience.org/data-products/DP1.00023.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"Net radiation is composed of incoming and outgoing shortwave and longwave radiation. These data products are available as one- and thirty-minute averages of 1 Hz observations.  Observations of net shortwave and longwave radiation are made by a sensor located at the top of the tower infrastructure, while only net longwave radiation is observed in the soil array.  Observations of net shortwave and longwave radiation are made by a four-component sensor located on the aquatic meteorological station.",
DP1.20032.001,1,Shortwave and longwave radiation above water on-buoy (net radiometer),Available,https://data.neonscience.org/data-products/DP1.20032.001,2017-08,2024-08,Aquatic Instrument System (AIS),Net shortwave and longwave radiation on buoys is measured twice per minute and is reported as 1-minute and 30-minute mean values.,
DP1.00014.001,1,Shortwave radiation (direct and diffuse pyranometer),Available,https://data.neonscience.org/data-products/DP1.00014.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"Total, direct beam, and diffuse shortwave radiation, available as one- and thirty-minute averages of 1 Hz observations.  Observations are made by a sensor located at the top of the tower infrastructure.",
DP1.00022.001,1,Shortwave radiation (primary pyranometer),Available,https://data.neonscience.org/data-products/DP1.00022.001,2014-02,2024-08,Terrestrial Instrument System (TIS),"Total shortwave radiation, available as one- and thirty-minute averages of 1 Hz observations.  The primary pyranometer is housed in a heated and aspirated ventilation unit and observes incoming shortwave radiation at the top of the tower infrastructure.",
DP1.00002.001,1,Single aspirated air temperature,Available,https://data.neonscience.org/data-products/DP1.00002.001,2013-12,2024-08,Terrestrial Instrument System (TIS),"Air temperature, available as one- and thirty-minute averages of 1 Hz observations. Observations are made by sensors located at multiple heights on the tower infrastructure and by sensors located on the aquatic meteorological station. Temperature observations are made using platinum resistance thermometers, which are housed in a fan aspirated shield to reduce radiative bias.",
DP1.10111.001,1,Site management and event reporting,Available,https://data.neonscience.org/data-products/DP1.10111.001,2012-07,2024-08,Terrestrial Observation System (TOS),"This data product contains records of land management activities, disturbances, and other incidents of ecological note within all NEON sites",
DP3.30025.001,3,Slope and Aspect - LiDAR,Available,https://data.neonscience.org/data-products/DP3.30025.001,2013-06,2023-08,Airborne Observation Platform (AOP),"Slope is a ratio of rise over run (height over distance) of the bare earth elevation product given in degrees; aspect is the direction of the steepest slope of the bare earth elevation product (e.g., north, east, south, west) given in degrees clockwise from grid north; both mosaicked onto a spatially uniform grid at 1 m spatial resolution in 1 km by 1 km tiles. Both slope and aspect are provided in geotiff format.",
DP1.10072.001,1,Small mammal box trapping,Available,https://data.neonscience.org/data-products/DP1.10072.001,2013-06,2024-08,Terrestrial Observation System (TOS),Individual- and trap-level data collected using box traps designed to capture small mammals,
DP1.10076.001,1,Small mammal sequences DNA barcode,Available,https://data.neonscience.org/data-products/DP1.10076.001,2013-06,2023-11,Terrestrial Observation System (TOS),COI DNA sequences from select small mammals,
DP1.00042.001,1,Snow depth and understory phenology images,Available,https://data.neonscience.org/data-products/DP1.00042.001,2016-02,2024-10,Terrestrial Instrument System (TIS),Camera images of snow depth relative to mounted/calibrated depth stakes when snow is present; images used to track understory phenology when possible (see NEON.DOM.SITE.DP1.00033).,
DP1.00097.001,1,Soil chemical properties (Megapit),Available,https://data.neonscience.org/data-products/DP1.00097.001,2012-06,2018-07,Terrestrial Instrument System (TIS),"Soil chemical properties measured in Megapits, located in the vicinity of the NEON tower. Data are reported by pedogenic horizon, generally to 2 m depth.",
DP1.10008.001,1,"Soil chemical properties, distributed initial characterization",Available,https://data.neonscience.org/data-products/DP1.10008.001,2015-09,2021-10,Terrestrial Observation System (TOS),"Soil chemical properties measured by the NRCS as part of initial site characterization activities. Data are reported by pedogenic horizon, generally for the top 1m of the soil profile.",
DP1.10078.001,1,"Soil chemical properties, periodic",Available,https://data.neonscience.org/data-products/DP1.10078.001,2013-06,2024-09,Terrestrial Observation System (TOS),Carbon and nitrogen concentrations from the top 30 cm of the profile. Data are reported by horizon (organic vs. mineral) within a soil core.,
DP1.00095.001,1,Soil CO2 concentration,Available,https://data.neonscience.org/data-products/DP1.00095.001,2016-04,2024-08,Terrestrial Instrument System (TIS),CO2 concentration in soil air at various depth below the soil surface starting at approximately 2 cm. Data are from all five Instrumented Soil Plots per site and presented as 1-minute and 30-minute averages.,
DP1.00040.001,1,Soil heat flux plate,Available,https://data.neonscience.org/data-products/DP1.00040.001,2016-04,2024-08,Terrestrial Instrument System (TIS),The amount of thermal energy moving by conduction across an area of soil in a unit of time. Measured at three of the five sensor-based soil plots at each terrestrial site..,
DP1.10080.001,1,Soil inorganic nitrogen pools and transformations,Available,https://data.neonscience.org/data-products/DP1.10080.001,2013-06,2024-09,Terrestrial Observation System (TOS),Soil inorganic nitrogen concentrations from the top 30 cm of the profile. Data are reported by horizon (organic vs. mineral) within a soil core. Data from incubated samples can be used to estimate rates of net nitrogen mineralization and net nitrification,
DP1.10104.001,1,Soil microbe biomass,Available,https://data.neonscience.org/data-products/DP1.10104.001,2017-03,2024-07,Terrestrial Observation System (TOS),Quantitative estimates of microbial biomass in soil samples using phospholipid fatty acid (PLFA) analysis,
DP1.10081.001,1,Soil microbe community composition,Available,https://data.neonscience.org/data-products/DP1.10081.001,2014-05,2018-10,Terrestrial Observation System (TOS),"Counts and relative abundances of archaeal, bacterial, and fungal taxa observed in soil microbial communities",
DP1.10109.001,1,Soil microbe group abundances,Available,https://data.neonscience.org/data-products/DP1.10109.001,2013-06,2018-10,Terrestrial Observation System (TOS),"Counts and relative abundances of marker genes from total archaea, bacteria, and fungi observed by qPCR in soil microbial communities",
DP1.10108.001,1,Soil microbe marker gene sequences,Available,https://data.neonscience.org/data-products/DP1.10108.001,2013-06,2023-07,Terrestrial Observation System (TOS),DNA sequence data from ribosomal RNA marker genes from soil samples,
DP1.10107.001,1,Soil microbe metagenome sequences,Available,https://data.neonscience.org/data-products/DP1.10107.001,2013-06,2022-08,Terrestrial Observation System (TOS),Metagenomic sequence data from soil samples,
DP1.10047.001,1,"Soil physical and chemical properties, distributed initial characterization",Available,https://data.neonscience.org/data-products/DP1.10047.001,2015-09,2021-10,Terrestrial Observation System (TOS),"Soil physical and chemical properties measured as part of initial site characterization activities at NEON sites. Data are reported by pedogenic horizon, generally for the top 1m of the soil profile. Also see distributed periodic and Megapit soil data.",
DP1.00096.001,1,"Soil physical and chemical properties, Megapit",Available,https://data.neonscience.org/data-products/DP1.00096.001,2012-06,2018-07,Terrestrial Instrument System (TIS),"Soil taxonomy, horizon names, horizon depths, soil bulk density, texture, and chemical properties in the <= 2 mm soil fraction for each soil horizon in each Megapit. Data were derived from a sampling location expected to be representative of the area where the Instrumented Soil Plots are located and were collected once during site construction, in collaboration with the USDA Natural Resources Conservation Service. Also see distributed soil (DP1.10086.001) and initial characterization soil (DP1.10047.001) data products, as well as the root Megapit product (DP1.10066.001) for root biomass and chemistry measurements.",
DP1.10086.001,1,"Soil physical and chemical properties, periodic",Available,https://data.neonscience.org/data-products/DP1.10086.001,2013-06,2024-09,Terrestrial Observation System (TOS),Soil physical and chemical properties from the top 30 cm of the profile from periodic soil core collections. Data are reported by horizon (mineral vs. organic). See initial characterization and megapit products for additional soil data.,
DP1.10100.001,1,"Soil stable isotopes, periodic",Available,https://data.neonscience.org/data-products/DP1.10100.001,2013-06,2024-09,Terrestrial Observation System (TOS),Stable isotopes of carbon and nitrogen from the top 30 cm of the profile. Data are reported by horizon (organic vs. mineral) within a soil core.,
DP1.00041.001,1,Soil temperature,Available,https://data.neonscience.org/data-products/DP1.00041.001,2016-04,2024-08,Terrestrial Instrument System (TIS),Temperature of the soil at various depth below the soil surface from 2 cm up to 200 cm at non-permafrost sites (up to 300 cm at Alaskan sites). Data are from all five Instrumented Soil Plots per site and presented as 1-minute and 30-minute averages.,
DP1.00094.001,1,Soil water content and water salinity,Available,https://data.neonscience.org/data-products/DP1.00094.001,2016-04,2024-08,Terrestrial Instrument System (TIS),"Soil volumetric water content and an index of salinity at various depths below the soil surface from 6 cm down to 200 cm at non-permafrost sites (down to 300 cm at Alaskan sites). Data are from all five Instrumented soil plots per site and presented as 1-minute and 30-minute averages.

Measurement depths are not currently being reported correctly in the sensor positions file in the Soil water content and water salinity data product (DP1.00094.001). A readme file (readme_swc_depths.txt) and an associated file containing the sensor installation depths (swc_depthsV2.csv) have been added to the data product download package until the data product algorithms are corrected.",
DP1.20015.001,1,Specific conductivity in groundwater,Available,https://data.neonscience.org/data-products/DP1.20015.001,2016-03,2024-08,Aquatic Instrument System (AIS),In situ sensor-based measurements of specific conductance of groundwater in wells,
DP1.20008.001,1,Specific conductivity of surface water,Available,https://data.neonscience.org/data-products/DP1.20008.001,2019-05,2024-08,Aquatic Instrument System (AIS),"In situ sensor-based measurements of specific conductance in surface water, available as five- and thirty-minute  averages in lakes and select wadeable streams.",
DP1.00043.001,1,Spectral sun photometer - calibrated sky radiances,Available,https://data.neonscience.org/data-products/DP1.00043.001,2013-06,2024-10,Terrestrial Instrument System (TIS),Calibrated Sky Radiances; includes Almucantar Radiance Data and Principal Plane Radiance Data.,
DP1.30008.001,1,Spectrometer orthorectified at-sensor radiance - flightline,Available,https://data.neonscience.org/data-products/DP1.30008.001,2013-06,2022-10,Airborne Observation Platform (AOP),"Calibrated radiance in units of uW/cm^2-sr-nm as measured by the NEON Imaging Spectrometer is orthorectified and output onto a fixed, uniform spatial grid using nearest-neighbor resampling. Fixed spatial grid is based on the native spatial resolution which is driven by the aircraft altitude; data are provided by flightline.",
DP1.30006.002,1,Spectrometer orthorectified surface bidirectional reflectance - flightline,Available,https://data.neonscience.org/data-products/DP1.30006.002,2022-05,2022-10,Airborne Observation Platform (AOP),"Surface bidirectional reflectance (0-1 unitless, scaled by 10,000) computed from the NEON Imaging Spectrometer. Data are provided by flight line. Major corrections include: calibration, atmospheric correction, topographic correction, Bidirectional Reflectance Distribution Function (BRDF) correction, and orthorectification. Directional surface reflectance data (without the BRDF and topographic corrections applied) are available under the ""Spectrometer orthorectified surface directional reflectance - flightline"" data product (DP1.30006.001).",
DP3.30006.002,3,Spectrometer orthorectified surface bidirectional reflectance - mosaic,Available,https://data.neonscience.org/data-products/DP3.30006.002,2022-05,2022-10,Airborne Observation Platform (AOP),"Orthorectified surface bidirectional reflectance (0-1 unitless, scaled by 10,000) computed from the NEON Imaging Spectrometer (NIS). Major corrections include: calibration, atmospheric correction, topographic correction, Bidirectional Reflectance Distribution Function (BRDF) correction, and orthorectification. Data are mosaicked into 1 km by 1 km tiles. 

Directional reflectance data (without the BRDF and topographic corrections applied) are available under the ""Spectrometer orthorectified surface directional reflectance - mosaic"" data product (DP3.30006.001).",
